mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.011211919784545898,0.0007341992337494054,0.0051939964294433595,0.000971896093220928,10,balanced,0.1,rbf,"{'C': 10, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'rbf'}",0.7572815533980584,0.7999999999999999,0.6808510638297872,0.7474747474747475,0.7157894736842105,0.7402793676773607,0.040097082040270335,11,0.8250652741514359,0.8150000000000001,0.8434343434343433,0.8405063291139241,0.8390501319261214,0.832611215725165,0.010844618058981289
0.010997581481933593,0.0008941543335566684,0.004997348785400391,0.0006329162472231112,10,balanced,auto,rbf,"{'C': 10, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.7572815533980584,0.7999999999999999,0.6808510638297872,0.7474747474747475,0.7157894736842105,0.7402793676773607,0.040097082040270335,11,0.8250652741514359,0.8150000000000001,0.8434343434343433,0.8405063291139241,0.8390501319261214,0.832611215725165,0.010844618058981289
0.013639688491821289,0.0010328854535011744,0.0049892902374267575,0.0006168936801466038,35,balanced,scale,rbf,"{'C': 35, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.8155339805825242,0.7962962962962963,0.6373626373626373,0.7157894736842105,0.7199999999999999,0.7369964775851336,0.06379675110611753,13,0.8144329896907215,0.806122448979592,0.825974025974026,0.8407310704960834,0.8140703517587939,0.8202661773798434,0.01203204697993069
0.01381063461303711,0.0019558231684916826,0.005996274948120117,0.0006378712065302036,10,balanced,scale,rbf,"{'C': 10, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.7999999999999999,0.7692307692307692,0.6292134831460675,0.7311827956989247,0.7551020408163266,0.7369458177784176,0.058287674116816304,14,0.7735368956743002,0.7760416666666666,0.8134715025906737,0.7795698924731184,0.7874015748031497,0.7860043064415817,0.014508559051879245
0.010599088668823243,0.000801814242527463,0.005196332931518555,0.0007497132023284546,10,,0.1,rbf,"{'C': 10, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.7446808510638298,0.816326530612245,0.6666666666666666,0.674698795180723,0.7555555555555556,0.7315856798158039,0.05545745424817447,15,0.8281690140845069,0.8022598870056498,0.8281690140845069,0.8238636363636364,0.8202247191011235,0.8205372541278846,0.00960949703067998
0.010631322860717773,0.0016149201102181043,0.006174802780151367,0.0007203620471280412,10,,auto,rbf,"{'C': 10, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.7446808510638298,0.816326530612245,0.6666666666666666,0.674698795180723,0.7555555555555556,0.7315856798158039,0.05545745424817447,15,0.8281690140845069,0.8022598870056498,0.8281690140845069,0.8238636363636364,0.8202247191011235,0.8205372541278846,0.00960949703067998
0.014213466644287109,0.0007415940914161222,0.005013036727905274,0.0006439519853229193,40,balanced,scale,rbf,"{'C': 40, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.7961165048543689,0.7850467289719627,0.6451612903225806,0.7422680412371135,0.6804123711340205,0.7298009873040092,0.05866580091753588,17,0.8195876288659795,0.8051282051282052,0.8238341968911918,0.8402061855670103,0.8226221079691517,0.8222756648843076,0.01118314383796731
0.016199111938476562,0.0021360609134159192,0.0074002742767333984,0.0018564200090192531,15,balanced,0.1,rbf,"{'C': 15, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'rbf'}",0.7572815533980584,0.8076923076923077,0.6666666666666667,0.7111111111111111,0.702127659574468,0.7289758596885224,0.048826021973623845,18,0.8363636363636363,0.820253164556962,0.85,0.844559585492228,0.8346456692913385,0.837164411140833,0.010123403645195431
0.014995098114013672,0.0037393361291446735,0.008401012420654297,0.0021541843924584914,15,balanced,auto,rbf,"{'C': 15, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.7572815533980584,0.8076923076923077,0.6666666666666667,0.7111111111111111,0.702127659574468,0.7289758596885224,0.048826021973623845,18,0.8363636363636363,0.820253164556962,0.85,0.844559585492228,0.8346456692913385,0.837164411140833,0.010123403645195431
0.01362781524658203,0.0007770980275563767,0.005397605895996094,0.0005012995053975965,25,balanced,scale,rbf,"{'C': 25, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.8041237113402061,0.7777777777777777,0.6292134831460675,0.717391304347826,0.712871287128713,0.7282755127481181,0.06061759701776961,20,0.7917737789203085,0.7846153846153846,0.8198433420365535,0.8032345013477089,0.81,0.801893401383991,0.012574994886106245
0.011217546463012696,0.0011547905750776328,0.006996917724609375,0.0006112290831873232,1,balanced,scale,rbf,"{'C': 1, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.7755102040816326,0.7547169811320755,0.6593406593406593,0.7010309278350516,0.75,0.7281197544778839,0.042181466973610054,21,0.7386934673366835,0.7291139240506329,0.7727272727272727,0.7671957671957673,0.75,0.7515460862620713,0.016518700135612407
0.013010168075561523,0.0012670537353388972,0.005798530578613281,0.000730369334944042,15,balanced,scale,rbf,"{'C': 15, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.7789473684210526,0.7663551401869159,0.6292134831460675,0.717391304347826,0.7450980392156864,0.7274010670635097,0.05334532932707468,22,0.7857142857142857,0.7855297157622739,0.8113695090439277,0.7859078590785908,0.805,0.7947042739198157,0.011190186384870715
0.012844133377075195,0.0013298967090615696,0.004602193832397461,0.000489117676179893,30,balanced,scale,rbf,"{'C': 30, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.78,0.7850467289719627,0.6222222222222222,0.7157894736842105,0.7199999999999999,0.7246116849756791,0.0588267985146122,23,0.7969151670951158,0.7927461139896373,0.8177083333333333,0.8293963254593176,0.81,0.8093531879754808,0.013434682353770525
0.013819456100463867,0.0024701173128438944,0.00519857406616211,0.0004026501903970169,20,balanced,scale,rbf,"{'C': 20, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf'}",0.7659574468085107,0.7777777777777777,0.6292134831460675,0.717391304347826,0.7326732673267327,0.724602655881383,0.052448155270691986,24,0.7866323907455013,0.7866323907455013,0.8134715025906737,0.7967479674796748,0.81,0.7986968503122702,0.011322120440823352
0.014201688766479491,0.0013384423676466011,0.0055997371673583984,0.0010207702506781244,20,balanced,0.1,rbf,"{'C': 20, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'rbf'}",0.7450980392156864,0.8076923076923077,0.6526315789473683,0.7252747252747254,0.6808510638297872,0.722309542991975,0.05365099913668613,25,0.8415584415584416,0.8295165394402036,0.8650000000000001,0.859375,0.8465608465608465,0.8484021655118983,0.012671109592677254
0.013240909576416016,0.00116829562199434,0.005779838562011719,0.0015837777261371701,20,balanced,auto,rbf,"{'C': 20, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.7450980392156864,0.8076923076923077,0.6526315789473683,0.7252747252747254,0.6808510638297872,0.722309542991975,0.05365099913668613,25,0.8415584415584416,0.8295165394402036,0.8650000000000001,0.859375,0.8465608465608465,0.8484021655118983,0.012671109592677254
0.00922856330871582,0.0007531342239271108,0.006178951263427735,0.0007440886194843937,5,,auto,rbf,"{'C': 5, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.7608695652173914,0.8080808080808081,0.6506024096385543,0.6585365853658537,0.7333333333333334,0.7222845403271883,0.06028931771870667,27,0.8044692737430167,0.791907514450867,0.8192090395480225,0.8034188034188035,0.7942857142857144,0.8026580690892848,0.009627715742940173
0.011197519302368165,0.0013288962297359473,0.005601119995117187,0.0007986788447355557,5,,0.1,rbf,"{'C': 5, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.7608695652173914,0.8080808080808081,0.6506024096385543,0.6585365853658537,0.7333333333333334,0.7222845403271883,0.06028931771870667,27,0.8044692737430167,0.791907514450867,0.8192090395480225,0.8034188034188035,0.7942857142857144,0.8026580690892848,0.009627715742940173
0.014809179306030273,0.002135226466116921,0.005997610092163086,0.002277968680940997,35,,scale,rbf,"{'C': 35, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf'}",0.7555555555555556,0.7999999999999999,0.6506024096385543,0.6585365853658537,0.7356321839080459,0.7200653468936019,0.05744966186146033,29,0.8,0.7813411078717201,0.8225352112676056,0.8,0.7931034482758621,0.7993959534830376,0.0134292819394102
0.017209529876708984,0.002841083651544885,0.007199239730834961,0.002639438059199009,25,balanced,auto,rbf,"{'C': 25, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.74,0.7961165048543689,0.6526315789473683,0.7252747252747254,0.6739130434782609,0.7175871705109447,0.050704926829281696,30,0.8459530026109662,0.8410256410256411,0.864321608040201,0.8638743455497382,0.8563829787234043,0.8543115151899903,0.009405528473977883
0.013625288009643554,0.0007800478435865016,0.005006742477416992,0.0011111377533395076,25,balanced,0.1,rbf,"{'C': 25, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'rbf'}",0.74,0.7961165048543689,0.6526315789473683,0.7252747252747254,0.6739130434782609,0.7175871705109447,0.050704926829281696,30,0.8459530026109662,0.8410256410256411,0.864321608040201,0.8638743455497382,0.8563829787234043,0.8543115151899903,0.009405528473977883
0.015429401397705078,0.003699799826569057,0.005010795593261719,0.0009041430482726492,40,,scale,rbf,"{'C': 40, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf'}",0.7415730337078651,0.8085106382978724,0.6506024096385543,0.6585365853658537,0.7209302325581395,0.716030579913657,0.0579920505159533,32,0.7942857142857144,0.7871720116618076,0.8258426966292134,0.8,0.7931034482758621,0.8000807741705195,0.013509886146444312
0.012604856491088867,0.0017423507849731892,0.005605840682983398,0.0008100553599580339,15,,0.1,rbf,"{'C': 15, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.6956521739130435,0.816326530612245,0.6428571428571429,0.6904761904761905,0.7333333333333334,0.715729074238391,0.05793248935681222,33,0.8319088319088318,0.8068181818181819,0.8379888268156425,0.8441926345609064,0.8412256267409471,0.8324268203689019,0.013437707939624913
0.013996744155883789,0.003152734099039197,0.006799888610839844,0.0022249032558121972,15,,auto,rbf,"{'C': 15, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.6956521739130435,0.816326530612245,0.6428571428571429,0.6904761904761905,0.7333333333333334,0.715729074238391,0.05793248935681222,33,0.8319088319088318,0.8068181818181819,0.8379888268156425,0.8441926345609064,0.8412256267409471,0.8324268203689019,0.013437707939624913
0.013795423507690429,0.0016016275068136219,0.004601621627807617,0.000494691574556113,30,,scale,rbf,"{'C': 30, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf'}",0.7555555555555556,0.7999999999999999,0.627906976744186,0.6585365853658537,0.7356321839080459,0.7155262603147283,0.06335198061880333,35,0.7885714285714285,0.7768115942028986,0.8216216216216217,0.8,0.7885714285714285,0.7951152145934755,0.015146719330710335
0.01381697654724121,0.002479032372826702,0.005016469955444336,2.1612141183048334e-05,30,balanced,auto,rbf,"{'C': 30, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.7524752475247525,0.7722772277227722,0.6526315789473683,0.717391304347826,0.6813186813186812,0.7152188079722801,0.04407903156195457,36,0.8467532467532467,0.8475452196382429,0.8686868686868686,0.8661417322834646,0.8594164456233423,0.857708702597033,0.009141891546402514
0.01541290283203125,0.002573304983393904,0.005794811248779297,0.0011672684799934286,30,balanced,0.1,rbf,"{'C': 30, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'rbf'}",0.7524752475247525,0.7722772277227722,0.6526315789473683,0.717391304347826,0.6813186813186812,0.7152188079722801,0.04407903156195457,36,0.8467532467532467,0.8475452196382429,0.8686868686868686,0.8661417322834646,0.8594164456233423,0.857708702597033,0.009141891546402514
0.01980118751525879,0.0033107982655995257,0.008795213699340821,0.0023119956733143434,15,,scale,rbf,"{'C': 15, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf'}",0.7555555555555556,0.8,0.6206896551724138,0.6741573033707865,0.7209302325581395,0.7142665493313791,0.062393586216278774,38,0.7771428571428572,0.7590027700831025,0.8140161725067386,0.7912087912087912,0.7793696275071634,0.7841480436897306,0.018144695969234705
0.013785696029663086,0.00171994435610501,0.0054053783416748045,0.0008041284822289575,35,balanced,auto,rbf,"{'C': 35, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.7524752475247525,0.7722772277227722,0.6595744680851064,0.7032967032967034,0.6813186813186812,0.7137884655896032,0.04247616716323808,39,0.8497409326424871,0.8497409326424871,0.8686868686868686,0.868421052631579,0.8594164456233423,0.8592012464453529,0.008414549787171093
0.014789438247680664,0.0011629785418779555,0.005400991439819336,0.0004901935061346417,35,balanced,0.1,rbf,"{'C': 35, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'rbf'}",0.7524752475247525,0.7722772277227722,0.6595744680851064,0.7032967032967034,0.6813186813186812,0.7137884655896032,0.04247616716323808,39,0.8497409326424871,0.8497409326424871,0.8686868686868686,0.868421052631579,0.8594164456233423,0.8592012464453529,0.008414549787171093
0.018396806716918946,0.004589897775803669,0.0075992107391357425,0.0008005402411712345,1,balanced,1,rbf,"{'C': 1, 'class_weight': 'balanced', 'gamma': 1, 'kernel': 'rbf'}",0.7522935779816513,0.7678571428571428,0.6326530612244898,0.7238095238095237,0.6868686868686869,0.7126963985482989,0.04859660981054684,41,0.8475452196382429,0.8426395939086294,0.8636363636363636,0.8637532133676094,0.8631578947368421,0.8561464570575374,0.009160112856483138
0.01358938217163086,0.0008070618009668948,0.005600881576538086,0.0013578754572981329,20,,scale,rbf,"{'C': 20, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf'}",0.7555555555555556,0.787878787878788,0.6206896551724138,0.6585365853658537,0.7356321839080459,0.7116585535761314,0.062303274126717254,42,0.7806267806267807,0.7688022284122562,0.8194070080862534,0.7909604519774011,0.7793696275071634,0.787833219321971,0.017276732799308886
0.013431310653686523,0.001012182326695792,0.004590034484863281,0.0004794372480276292,25,,scale,rbf,"{'C': 25, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf'}",0.7555555555555556,0.7835051546391752,0.6206896551724138,0.6585365853658537,0.7356321839080459,0.710783826928209,0.06124879438513343,43,0.7885714285714285,0.7722222222222224,0.8247978436657682,0.7977207977207976,0.7851002865329513,0.7936825157426336,0.017577220607142383
0.012610244750976562,0.001347713764892856,0.005395364761352539,0.0010310379010737276,30,,0.1,rbf,"{'C': 30, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.7083333333333334,0.8080808080808081,0.6428571428571429,0.6966292134831461,0.6966292134831461,0.7105059422475153,0.05382761732277894,44,0.8435754189944135,0.8412256267409471,0.8674033149171272,0.8712328767123286,0.8531855955678671,0.8553245665865367,0.012168551789115033
0.013795852661132812,0.002401234539251732,0.004805660247802735,0.00040167389522004443,30,,auto,rbf,"{'C': 30, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.7083333333333334,0.8080808080808081,0.6428571428571429,0.6966292134831461,0.6966292134831461,0.7105059422475153,0.05382761732277894,44,0.8435754189944135,0.8412256267409471,0.8674033149171272,0.8712328767123286,0.8531855955678671,0.8553245665865367,0.012168551789115033
0.01441655158996582,0.0004970101995350081,0.005201482772827148,0.00039975831921552056,35,,0.1,rbf,"{'C': 35, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.7083333333333334,0.8041237113402061,0.6428571428571429,0.6966292134831461,0.6896551724137931,0.7083197146855242,0.05281815450664646,46,0.8467966573816156,0.8412256267409471,0.8674033149171272,0.8719346049046321,0.859504132231405,0.8573728672351454,0.011745518001208646
0.0146148681640625,0.0015057373894314342,0.005186843872070313,0.0007483292887527586,35,,auto,rbf,"{'C': 35, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.7083333333333334,0.8041237113402061,0.6428571428571429,0.6966292134831461,0.6896551724137931,0.7083197146855242,0.05281815450664646,46,0.8467966573816156,0.8412256267409471,0.8674033149171272,0.8719346049046321,0.859504132231405,0.8573728672351454,0.011745518001208646
0.01659989356994629,0.002417108988521063,0.00500020980834961,1.1834787031164985e-06,40,balanced,0.1,rbf,"{'C': 40, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'rbf'}",0.74,0.7722772277227722,0.6666666666666667,0.6888888888888889,0.6666666666666666,0.706899889988999,0.042264960074117446,48,0.8511749347258485,0.8497409326424871,0.8686868686868686,0.868421052631579,0.8594164456233423,0.859488046862025,0.008105999146050395
0.014841556549072266,0.0011668752627050278,0.0047972679138183595,0.00039905337436230484,40,balanced,auto,rbf,"{'C': 40, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf'}",0.74,0.7722772277227722,0.6666666666666667,0.6888888888888889,0.6666666666666666,0.706899889988999,0.042264960074117446,48,0.8511749347258485,0.8497409326424871,0.8686868686868686,0.868421052631579,0.8594164456233423,0.859488046862025,0.008105999146050395
0.015414047241210937,0.00360439557781901,0.0065974235534667965,0.0016339283902921825,25,,0.1,rbf,"{'C': 25, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.7083333333333334,0.7959183673469388,0.6506024096385543,0.6818181818181818,0.6888888888888889,0.7051122362051794,0.0490576397310273,50,0.8418079096045198,0.8352272727272727,0.8571428571428571,0.8657534246575342,0.8459383753501402,0.8491739678964649,0.010932701060048861
0.012229347229003906,0.0017006830834033352,0.005188179016113281,0.0007374469783789449,25,,auto,rbf,"{'C': 25, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.7083333333333334,0.7959183673469388,0.6506024096385543,0.6818181818181818,0.6888888888888889,0.7051122362051794,0.0490576397310273,50,0.8418079096045198,0.8352272727272727,0.8571428571428571,0.8657534246575342,0.8459383753501402,0.8491739678964649,0.010932701060048861
0.0201967716217041,0.00500045299611649,0.007198238372802734,0.002227769101070489,40,,0.1,rbf,"{'C': 40, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.7083333333333334,0.8041237113402061,0.6511627906976745,0.6818181818181818,0.6744186046511628,0.7039713243681116,0.053296142326342125,52,0.8444444444444444,0.8412256267409471,0.8642659279778393,0.8695652173913043,0.8618784530386742,0.8562759339186419,0.011298930658200633
0.014595365524291993,0.0007976620091909896,0.0054089069366455075,0.0004840270530693013,40,,auto,rbf,"{'C': 40, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.7083333333333334,0.8041237113402061,0.6511627906976745,0.6818181818181818,0.6744186046511628,0.7039713243681116,0.053296142326342125,52,0.8444444444444444,0.8412256267409471,0.8642659279778393,0.8695652173913043,0.8618784530386742,0.8562759339186419,0.011298930658200633
0.011610841751098633,0.0010332237073478277,0.006410551071166992,0.00048466941010658407,1,,1,rbf,"{'C': 1, 'class_weight': None, 'gamma': 1, 'kernel': 'rbf'}",0.7157894736842105,0.7766990291262137,0.6265060240963857,0.7111111111111111,0.6808510638297872,0.7021913403695417,0.04898885939833182,54,0.8659217877094972,0.8531855955678671,0.8773841961852862,0.8773841961852862,0.87292817679558,0.8693607904887033,0.009109774902255716
0.01199636459350586,0.0018989780966652142,0.005399894714355469,0.0004902141885349189,20,,0.1,rbf,"{'C': 20, 'class_weight': None, 'gamma': 0.1, 'kernel': 'rbf'}",0.6813186813186812,0.8125,0.6341463414634146,0.6744186046511628,0.7045454545454546,0.7013858163957426,0.060012352928261244,55,0.8319088319088318,0.8238636363636364,0.838526912181303,0.8571428571428572,0.8459383753501402,0.8394761225893538,0.011452413154603934
0.016596174240112303,0.001627673303016171,0.007197237014770508,0.0014653945128974806,20,,auto,rbf,"{'C': 20, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf'}",0.6813186813186812,0.8125,0.6341463414634146,0.6744186046511628,0.7045454545454546,0.7013858163957426,0.060012352928261244,55,0.8319088319088318,0.8238636363636364,0.838526912181303,0.8571428571428572,0.8459383753501402,0.8394761225893538,0.011452413154603934
0.15761752128601075,0.08047757174982693,0.002803611755371094,0.0004020413526253275,20,balanced,auto,linear,"{'C': 20, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear'}",0.7157894736842105,0.737864077669903,0.6363636363636365,0.7096774193548386,0.702127659574468,0.7003644533294113,0.03414702881178377,57,0.7044334975369457,0.7103825136612023,0.7349081364829395,0.6991869918699187,0.7046070460704607,0.7107036371242934,0.012610131643395767
0.043828153610229494,0.02661679619051529,0.003391075134277344,0.00047933295833772326,5,balanced,auto,linear,"{'C': 5, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear'}",0.7157894736842105,0.737864077669903,0.6363636363636365,0.7096774193548386,0.702127659574468,0.7003644533294113,0.03414702881178377,57,0.7044334975369457,0.7103825136612023,0.733509234828496,0.6991869918699187,0.7046070460704607,0.7104238567934047,0.01207413112894111
0.15761895179748536,0.06594568078963013,0.003390645980834961,0.0007853321630262024,20,balanced,scale,linear,"{'C': 20, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear'}",0.7157894736842105,0.737864077669903,0.6363636363636365,0.7096774193548386,0.702127659574468,0.7003644533294113,0.03414702881178377,57,0.7044334975369457,0.7103825136612023,0.7349081364829395,0.6991869918699187,0.7046070460704607,0.7107036371242934,0.012610131643395767
0.16320743560791015,0.09204542202023504,0.0032137393951416015,0.00039356899842779016,20,balanced,100,linear,"{'C': 20, 'class_weight': 'balanced', 'gamma': 100, 'kernel': 'linear'}",0.7157894736842105,0.737864077669903,0.6363636363636365,0.7096774193548386,0.702127659574468,0.7003644533294113,0.03414702881178377,57,0.7044334975369457,0.7103825136612023,0.7349081364829395,0.6991869918699187,0.7046070460704607,0.7107036371242934,0.012610131643395767
0.20082454681396483,0.1259335468057677,0.00260009765625,0.0004899024267198463,30,balanced,auto,linear,"{'C': 30, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear'}",0.7157894736842105,0.737864077669903,0.6363636363636365,0.7096774193548386,0.702127659574468,0.7003644533294113,0.03414702881178377,57,0.7044334975369457,0.7103825136612023,0.7349081364829395,0.6991869918699187,0.7046070460704607,0.7107036371242934,0.012610131643395767
0.018807220458984374,0.007820958661095952,0.0035997867584228516,0.0004925198494236723,1,balanced,0.1,linear,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.1, 'kernel': 'linear'}",0.7157894736842105,0.737864077669903,0.6363636363636365,0.7096774193548386,0.702127659574468,0.7003644533294113,0.03414702881178377,57,0.7044334975369457,0.7103825136612023,0.726790450928382,0.6991869918699187,0.7081081081081081,0.7097803124209114,0.009309249114084133
